Unique Line ID,Fiscal Year Ending,County,County Name,Public Safety & Legal Services,Physical Health & Social Services,"Mental Health MR, DD",County Environment & Education,Roads & Transportation,Government Services to Residents,Administration,Nonprogram Current,Debt Service,Capital Projects,Sub-Total Expenditures,Operating Transfers Out,Refunded Debt/Escrow,Total Expenditures,Increase (Decrease) in Reserves,Total Ending Fund Balance,Total Requirements,Primary County Coordinates
2007_22_CLAYTON_EXPEND_SA,2007,22,CLAYTON,2179122,474338,1904122,989572,5103450,503328,1462541,1300,262475,1090000,13970248,1200000,,15170248,0,5521370,20691618,POINT (-91.34143280000002 42.8447493)
2007_77_POLK_EXPEND_SA,2007,77,POLK,48625020,27646386,48601552,9944858,8824562,5918606,26998295,0,7242628,47385333,231187240,81700765,,312888005,0,65451723,378339728,POINT (-93.5735335 41.6855048)
2012_92_WASHINGTON_EXPEND_SA,2012,92,WASHINGTON,4393992,2504640,2303267,894396,4623092,688645,1857293,61200,2983795,8061268,28371588,2339428,0,30711016,0,3135423,33846439,POINT (-91.7178676 41.335591)
2016_29_DES MOINES_EXPEND_SA,2016,29,DES MOINES,6528171,1674256,2457789,1752801,5607416,1040591,3192421,0,2956152,1725535,26935132,2009135,0,28944267,0,7169679,36113946,POINT (-91.1814707 40.9231829)
2020_90_WAPELLO_EXPEND_SA,2020,90,WAPELLO,4697381,1211429,2034293,938840,5080631,766687,3189313,77283,487704,2003000,20486561,1200000,0,21686561,0,8380068,30066629,POINT (-92.4094499 41.03058450000001)
2015_22_CLAYTON_EXPEND_SA,2015,22,CLAYTON,2896906,766837,859471,1175262,7242980,685830,1789629,1300,329371,1084274,16831860,1600000,0,18431860,0,4887950,23319810,POINT (-91.34143280000002 42.8447493)
2009_24_CRAWFORD_EXPEND_SA,2009,24,CRAWFORD,1515768,2531103,2423040,834443,4694100,507717,1376878,0,243365,1927000,16053414,1470000,0,17523414,0,4747343,22270757,POINT (-95.3819678 42.0372125)
2005_82_SCOTT_EXPEND_SA,2005,82,SCOTT,15960225,5744453,13160374,3746490,3916900,1801748,7171510,0,1046926,5666508,58215134,6169651,,64384785,0,15919714,80304499,POINT (-90.6232428 41.6370978)
2020_40_HAMILTON_EXPEND_SA,2020,40,HAMILTON,3704669,1777470,1544815,2483720,7979950,623939,1883509,0,3599077,1181090,24778239,4434451,0,29212690,0,3057565,32270255,POINT (-93.7068085 42.3837722)
2015_59_LUCAS_EXPEND_SA,2015,59,LUCAS,1116677,766460,426538,381209,3320976,305060,920375,0,284279,320200,7841774,604252,0,8446026,0,1190506,9636532,POINT (-93.3277207 41.0293738)
2012_44_HENRY_EXPEND_SA,2012,44,HENRY,3142997,883245,3208819,911150,3357200,649149,1170802,43500,150000,716000,14232862,1081504,0,15314366,0,2497044,17811410,POINT (-91.5445241 40.9879383)
2018_63_MARION_EXPEND_SA,2018,63,MARION,4899090,3022994,1195732,2122400,8268810,1027629,3085410,0,465215,1963310,26050590,2402340,0,28452930,0,9143304,37596234,POINT (-93.0994367 41.3344515)
2008_81_SAC_EXPEND_SA,2008,81,SAC,1830655,572692,1800337,739689,3491000,341787,1035676,0,55000,613000,10479836,879539,0,11359375,0,1690674,13050049,POINT (-95.1053946 42.3862604)
2021_6_BENTON_EXPEND_SA,2021,6,BENTON,5128084,1468123,1359223,5350663,8876835,988325,2347690,108000,0,2558500,28185443,4495000,0,32680443,0,5636790,38317233,POINT (-92.0656912 42.0801864)
2015_1_ADAIR_EXPEND_SA,2015,1,ADAIR,1418180,350961,306568,525496,4620827,352894,830957,0,1203044,5110780,14719707,5331913,0,20051620,0,4844289,24895909,POINT (-94.4709413 41.3307464)
2015_7_BLACK HAWK_EXPEND_SA,2015,7,BLACK HAWK,19054037,7832261,6800872,3796775,5837756,1809293,5735454,0,6751628,908652,58526728,2931802,0,61458530,0,21092379,82550909,POINT (-92.3088197 42.4700957)
2020_8_BOONE_EXPEND_SA,2020,8,BOONE,4247636,734206,758300,1312052,7108419,721260,2095733,200000,710831,1306000,19194437,3593111,0,22787548,0,4138700,26926248,POINT (-93.931671 42.0365493)
2021_20_CLARKE_EXPEND_SA,2021,20,CLARKE,2421960,963427,381431,398763,4440500,630716,1431503,0,86165,285000,11039465,908048,0,11947513,0,2252895,14200408,POINT (-93.78515790000002 41.0290323)
2007_33_FAYETTE_EXPEND_SA,2007,33,FAYETTE,2512321,551667,2479764,1214269,4569264,520585,1070974,6750,350760,1144040,14420394,1431195,,15851589,0,1241890,17093479,POINT (-91.8443207 42.8625919)
2020_58_LOUISA_EXPEND_SA,2020,58,LOUISA,3310198,853190,384570,1086837,4171758,408986,1307430,0,344910,1017451,12885330,1597430,0,14482760,0,2397596,16880356,POINT (-91.2596184 41.2185073)
2008_66_MITCHELL_EXPEND_SA,2008,66,MITCHELL,1401281,908370,1514994,1079781,3200000,249310,885368,500,340418,415000,9995022,1121050,0,11116072,0,1997874,13113946,POINT (-92.7890315 43.3564124)
2009_56_LEE_EXPEND_SA,2009,56,LEE,3753859,3801608,4713218,1347498,3760879,967570,2412828,275000,759918,4507000,26299378,1089400,0,27388778,0,7926748,35315526,POINT (-91.479264 40.6419764)
2005_77_POLK_EXPEND_SA,2005,77,POLK,40203852,25478422,41669661,12791359,8479069,5121552,20311118,50000,5457149,7206499,166768681,11772137,,178540818,0,42757008,221297826,POINT (-93.5735335 41.6855048)
2010_73_PAGE_EXPEND_SA,2010,73,PAGE,1622453,727124,1893204,319749,3761000,435803,956066,5000,105595,509251,10335245,719376,0,11054621,0,2461684,13516305,POINT (-95.1501747 40.7391444)
2005_8_BOONE_EXPEND_SA,2005,8,BOONE,2354823,785346,2003100,809018,4336100,528846,1307947,0,433495,1356400,13915075,200560,,14115635,0,3978713,18094348,POINT (-93.931671 42.0365493)
2022_40_HAMILTON_EXPEND_SA,2022,40,HAMILTON,3950951,1901442,464901,2284036,6088000,608702,2085433,0,2572032,1288895,21244392,3704801,0,24949193,0,3673422,28622615,POINT (-93.7068085 42.3837722)
2016_56_LEE_EXPEND_SA,2016,56,LEE,4850162,4907202,2526322,1459093,5088800,1117112,2138715,56740,954977,7734459,30833582,1676614,0,32510196,0,7794629,40304825,POINT (-91.479264 40.6419764)
2007_48_IOWA_EXPEND_SA,2007,48,IOWA,2198267,792003,1311790,771086,4386076,424513,1334580,21780,432903,1035000,12707998,960000,,13667998,0,3476301,17144299,POINT (-92.065524 41.6863229)
2022_89_VAN BUREN_EXPEND_SA,2022,89,VAN BUREN,1508242,612165,300074,453992,4240000,341275,701912,40600,0,725000,8923260,1049517,0,9972777,0,4364173,14336950,POINT (-91.9499871 40.7532294)
2012_45_HOWARD_EXPEND_SA,2012,45,HOWARD,1390817,500510,1225800,1516418,3518118,395252,1029040,1000,224411,21901,9823267,970770,0,10794037,0,2566256,13360293,POINT (-92.3171989 43.3567673)
2008_22_CLAYTON_EXPEND_SA,2008,22,CLAYTON,2253600,546365,2058704,1047104,5091744,552973,1456499,1300,378475,1433000,14819764,1300000,0,16119764,0,5783795,21903559,POINT (-91.34143280000002 42.8447493)
2010_15_CASS_EXPEND_SA,2010,15,CASS,2208436,471191,2666700,525392,4399000,426377,1102364,1068012,53125,1901238,14821835,1688771,0,16510606,0,750402,17261008,POINT (-94.9278266 41.3314876)
2013_89_VAN BUREN_EXPEND_SA,2013,89,VAN BUREN,1131583,596508,669395,384138,3245000,310997,607690,5700,0,167600,7118611,635140,0,7753751,0,2292370,10046121,POINT (-91.9499871 40.7532294)
2005_40_HAMILTON_EXPEND_SA,2005,40,HAMILTON,1903983,2370557,2009452,1118064,3367100,403127,1108869,0,1029056,1351900,14662108,2564286,,17226394,0,3330246,20556640,POINT (-93.7068085 42.3837722)
2011_56_LEE_EXPEND_SA,2011,56,LEE,4387492,3828187,5004578,1275447,4168700,983777,2292845,0,813452,839363,23593841,1250000,0,24843841,0,6017621,30861462,POINT (-91.479264 40.6419764)
2015_54_KEOKUK_EXPEND_SA,2015,54,KEOKUK,1154634,732907,490075,357274,4282050,375763,2177463,0,0,354000,9924166,1321200,0,11245366,0,3334918,14580284,POINT (-92.1786426 41.336465)
2009_39_GUTHRIE_EXPEND_SA,2009,39,GUTHRIE,1112175,1228120,1484071,1386764,4405710,398634,1110342,0,400000,1189000,12714816,1183668,0,13898484,0,2827351,16725835,POINT (-94.501055 41.6837548)
2005_99_WRIGHT_EXPEND_SA,2005,99,WRIGHT,1440207,2669859,1436851,935281,3750000,556548,999619,28370,168678,880000,12865413,1105113,,13970526,0,3083159,17053685,POINT (-93.7351465 42.7331189)
2011_23_CLINTON_EXPEND_SA,2011,23,CLINTON,7502381,1683021,8710755,1715542,5235587,1360669,3417854,40000,1364713,15300695,46331217,975000,0,47306217,0,5674991,52981208,POINT (-90.5319724 41.8980358)
2008_7_BLACK HAWK_EXPEND_SA,2008,7,BLACK HAWK,15683002,11522030,21795291,2866054,5069991,1754774,5065274,0,2742504,1953277,68452197,1860555,0,70312752,0,7510060,77822812,POINT (-92.3088197 42.4700957)
2016_34_FLOYD_EXPEND_SA,2016,34,FLOYD,2754314,1375528,1293415,985214,5290850,680437,1274226,0,695678,725000,15074662,1256895,0,16331557,0,5443179,21774736,POINT (-92.78900330000002 43.0599208)
2007_74_PALO ALTO_EXPEND_SA,2007,74,PALO ALTO,1289135,351512,1454337,1014895,3319419,354533,1074354,0,407480,468250,9733915,1385764,,11119679,0,3686934,14806613,POINT (-94.6781371 43.0820643)
2022_8_BOONE_EXPEND_SA,2022,8,BOONE,4600965,737908,493369,2357148,8103200,834581,2254360,100000,710627,1950000,22142158,3984881,0,26127039,0,2297463,28424502,POINT (-93.931671 42.0365493)
2007_11_BUENA VISTA_EXPEND_SA,2007,11,BUENA VISTA,2201361,1143823,1507125,712458,3703765,519127,1130285,34800,1543036,5721050,18216830,1636600,,19853430,0,3393742,23247172,POINT (-95.15114900000002 42.7354936)
2020_87_TAYLOR_EXPEND_SA,2020,87,TAYLOR,1768500,1398983,169000,483287,4129550,383822,948314,0,988655,302500,10572611,943568,0,11516179,0,2921794,14437973,POINT (-94.6964148 40.73743240000001)
2011_6_BENTON_EXPEND_SA,2011,6,BENTON,3422547,930247,2118376,1581186,6293500,581860,1403897,0,578000,9945338,26854951,2728352,0,29583303,0,5324617,34907920,POINT (-92.0656912 42.0801864)
2018_90_WAPELLO_EXPEND_SA,2018,90,WAPELLO,4435533,1338136,1660842,913796,4728760,766258,3160483,80237,780056,3273000,21137101,1150000,0,22287101,0,10480522,32767623,POINT (-92.4094499 41.03058450000001)
2019_54_KEOKUK_EXPEND_SA,2019,54,KEOKUK,1272793,751793,340159,477568,6594900,430270,2163713,0,0,2335000,14366196,2192000,0,16558196,0,3440448,19998644,POINT (-92.1786426 41.336465)
2018_21_CLAY_EXPEND_SA,2018,21,CLAY,2987497,772062,403438,1458042,5181292,551008,2081597,0,485358,1058964,14979258,2169279,0,17148537,0,7494644,24643181,POINT (-95.1509194 43.0825804)
2013_72_OSCEOLA_EXPEND_SA,2013,72,OSCEOLA,1187143,237450,693480,559434,2715000,284988,703952,65530,438185,285000,7170162,1227955,0,8398117,0,2354573,10752690,POINT (-95.6236852 43.3785704)
2016_87_TAYLOR_EXPEND_SA,2016,87,TAYLOR,1654827,1162310,152707,310724,3425000,362343,730823,0,1034360,2242206,11075300,797881,0,11873181,0,2309624,14182805,POINT (-94.6964148 40.73743240000001)
2013_99_WRIGHT_EXPEND_SA,2013,99,WRIGHT,1982653,3816747,1566152,1003118,4539000,565164,1267700,28075,338540,1469000,16576149,1701776,0,18277925,0,3490786,21768711,POINT (-93.7351465 42.7331189)
2021_84_SIOUX_EXPEND_SA,2021,84,SIOUX,4990235,911870,1039782,1924611,7982210,1109432,2675078,42600,1128942,6785082,28589842,4325208,0,32915050,0,14128217,47043267,POINT (-96.1778827 43.0826174)
2009_82_SCOTT_EXPEND_SA,2009,82,SCOTT,20219107,6207864,16184078,4316421,4632500,1964811,8953706,0,3463137,6910523,72852147,9700891,0,82553038,0,13916150,96469188,POINT (-90.6232428 41.6370978)
2013_20_CLARKE_EXPEND_SA,2013,20,CLARKE,1646353,966034,1011271,260187,2530900,398547,936010,0,397060,545014,8691376,617631,0,9309007,0,2649596,11958603,POINT (-93.78515790000002 41.0290323)
2008_91_WARREN_EXPEND_SA,2008,91,WARREN,4111088,2625468,3441547,944664,5899060,680118,2371694,0,556953,1494028,22124620,2038444,0,24163064,0,3851053,28014117,POINT (-93.5613594 41.3343735)
2019_86_TAMA_EXPEND_SA,2019,86,TAMA,3850773,1684795,974856,922022,8952296,589587,1760958,39500,569835,3140691,22485313,2738291,0,25223604,0,7989810,33213414,POINT (-92.5325425 42.07981170000001)
2009_99_WRIGHT_EXPEND_SA,2009,99,WRIGHT,1777322,3351937,1751043,1035828,3635000,480064,1086872,49720,308208,840000,14315994,1313920,0,15629914,0,2479855,18109769,POINT (-93.7351465 42.7331189)
2015_91_WARREN_EXPEND_SA,2015,91,WARREN,4628616,4084966,2217006,1264963,6346210,930063,2942540,0,53906,1122394,23590664,3005000,0,26595664,0,6631025,33226689,POINT (-93.5613594 41.3343735)
2011_38_GRUNDY_EXPEND_SA,2011,38,GRUNDY,1697732,468329,1288551,938447,3961635,386046,1596611,0,1284168,2303000,13924519,1576250,0,15500769,0,4151143,19651912,POINT (-92.7914177 42.4018651)
2012_66_MITCHELL_EXPEND_SA,2012,66,MITCHELL,1389105,1768034,615000,1879936,3607000,301487,1025345,0,863034,3392534,14841475,5178267,0,20019742,0,2683837,22703579,POINT (-92.7890315 43.3564124)
2018_53_JONES_EXPEND_SA,2018,53,JONES,2774543,744003,1296476,2305328,6881932,719138,1835677,92652,390479,2980383,20020611,2320861,0,22341472,0,7459499,29800971,POINT (-91.1314352 42.1212397)
2008_49_JACKSON_EXPEND_SA,2008,49,JACKSON,1516268,471744,2283241,1032670,3762211,507037,1487310,133640,0,1318540,12512661,1366500,0,13879161,0,4110478,17989639,POINT (-90.5742294 42.1717426)
2013_67_MONONA_EXPEND_SA,2013,67,MONONA,1717742,562377,971380,677911,5493893,440188,1473639,0,48400,574662,11960192,1293169,0,13253361,0,4017901,17271262,POINT (-95.9599235 42.0516663)
2008_71_O'BRIEN_EXPEND_SA,2008,71,O'BRIEN,2682772,474299,1688500,800428,3563200,469480,854806,10500,416797,1734000,12694782,1549272,0,14244054,0,2206539,16450593,POINT (-95.6248784 43.0837527)
2020_73_PAGE_EXPEND_SA,2020,73,PAGE,2976868,584259,425708,505812,4773500,652777,1625279,8000,428391,2600000,14580594,1475991,0,16056585,0,6021132,22077717,POINT (-95.1501747 40.7391444)
2010_58_LOUISA_EXPEND_SA,2010,58,LOUISA,2175584,619445,1324500,628356,2995410,278630,1049563,0,356298,1359450,10787236,2208059,0,12995295,0,4031861,17027156,POINT (-91.2596184 41.2185073)
2010_41_HANCOCK_EXPEND_SA,2010,41,HANCOCK,1383598,2252090,1650000,556266,4712300,359100,1045237,5750,0,915000,12879341,1775210,0,14654551,0,4852439,19506990,POINT (-93.7342723 43.0818861)
2013_25_DALLAS_EXPEND_SA,2013,25,DALLAS,8112572,2871143,4118726,2853297,7404697,1944095,1805090,58000,1755674,5132731,36056025,3808462,0,39864487,0,16527291,56391778,POINT (-94.0397374 41.6848862)
2006_5_AUDUBON_EXPEND_SA,2006,5,AUDUBON,919903,548194,777000,495423,2926765,305127,622803,1235,408053,957000,7961503,583683,,8545186,0,2735966,11281152,POINT (-94.9058222 41.6845893)
2011_16_CEDAR_EXPEND_SA,2011,16,CEDAR,3046898,1398426,2662423,3220775,4881440,533675,1493862,4770,0,1352000,18594269,1887629,0,20481898,0,3038191,23520089,POINT (-91.1324125 41.7723207)
2008_27_DECATUR_EXPEND_SA,2008,27,DECATUR,897277,1077137,991437,317934,2513732,257966,601086,0,75000,250510,6982079,529885,0,7511964,0,1531174,9043138,POINT (-93.7862815 40.7376827)
2021_47_IDA_EXPEND_SA,2021,47,IDA,1059837,296206,246276,891516,4205240,331571,947676,0,543835,3900000,12422157,1684723,0,14106880,0,2996721,17103601,POINT (-95.5134962 42.3868747)
2022_49_JACKSON_EXPEND_SA,2022,49,JACKSON,2794040,454918,532635,2010649,6303447,719017,2626291,0,367042,2043318,17851357,1585169,0,19436526,0,5974370,25410896,POINT (-90.5742294 42.1717426)
2011_1_ADAIR_EXPEND_SA,2011,1,ADAIR,1009378,272700,969906,402577,4033430,278745,746196,0,0,1607000,9319932,1342019,0,10661951,0,2482703,13144654,POINT (-94.4709413 41.3307464)
2006_42_HARDIN_EXPEND_SA,2006,42,HARDIN,2760978,328549,1739815,854774,3913615,342995,1168999,61630,521589,922000,12614944,2415975,,15030919,0,4505396,19536315,POINT (-93.2404025 42.3838803)
2013_8_BOONE_EXPEND_SA,2013,8,BOONE,3332582,788333,2731750,2186011,5430000,606519,1910329,0,759480,1921200,19666204,2257217,0,21923421,0,3117463,25040884,POINT (-93.931671 42.0365493)
2007_16_CEDAR_EXPEND_SA,2007,16,CEDAR,2541120,1246224,2471284,1011051,4495952,459564,1348906,0,517725,1315000,15406826,2146461,,17553287,0,3938574,21491861,POINT (-91.1324125 41.7723207)
2016_74_PALO ALTO_EXPEND_SA,2016,74,PALO ALTO,1853462,433961,448101,1525826,4915332,443072,1248706,0,1761971,4941776,17572207,2266165,0,19838372,0,10802518,30640890,POINT (-94.6781371 43.0820643)
2012_34_FLOYD_EXPEND_SA,2012,34,FLOYD,2322957,1758591,858758,681466,4878694,599821,1449895,0,558616,4690000,17798798,1340904,0,19139702,0,5220645,24360347,POINT (-92.78900330000002 43.0599208)
2011_28_DELAWARE_EXPEND_SA,2011,28,DELAWARE,2053765,709750,2599522,816462,4222625,616084,1281100,24900,73000,1806000,14203208,1813253,0,16016461,0,2876972,18893433,POINT (-91.3673502 42.471211)
2005_92_WASHINGTON_EXPEND_SA,2005,92,WASHINGTON,2811662,2162754,1699500,507670,4120000,552268,1407910,66875,68325,3385500,16782464,1475200,,18257664,0,2376800,20634464,POINT (-91.7178676 41.335591)
2009_88_UNION_EXPEND_SA,2009,88,UNION,1232155,516673,1459389,446032,2677622,424991,804497,0,808442,276270,8646071,578940,0,9225011,0,2068589,11293600,POINT (-94.2423792 41.0277304)
2013_57_LINN_EXPEND_SA,2013,57,LINN,23347276,14618793,35243322,6974797,12036547,3933558,12994391,0,1763423,8298643,119210750,15610674,0,134821424,0,19950842,154772266,POINT (-91.5989646 42.0789478)
2012_8_BOONE_EXPEND_SA,2012,8,BOONE,3251700,765416,2721079,3751902,5634500,627556,1817054,0,643530,1210000,20422737,2164113,0,22586850,0,2140879,24727729,POINT (-93.931671 42.0365493)
2010_26_DAVIS_EXPEND_SA,2010,26,DAVIS,1052547,312417,669119,312977,2766530,360852,844935,20000,0,140750,6480127,625566,0,7105693,0,3490074,10595767,POINT (-92.4097173 40.7476891)
2005_67_MONONA_EXPEND_SA,2005,67,MONONA,1320873,697800,752353,493343,3989253,514120,1298456,0,0,1456000,10522198,905000,,11427198,0,3636743,15063941,POINT (-95.9599235 42.0516663)
2007_43_HARRISON_EXPEND_SA,2007,43,HARRISON,2141515,1466418,1456721,779778,4548000,467627,1113553,0,559264,861650,13394526,1213682,,14608208,0,6415829,21024037,POINT (-95.8169209 41.6828528)
2007_54_KEOKUK_EXPEND_SA,2007,54,KEOKUK,898990,697666,834865,465506,3737400,366525,1091265,0,3547,309000,8404764,1004000,,9408764,0,2804610,12213374,POINT (-92.1786426 41.336465)
2018_39_GUTHRIE_EXPEND_SA,2018,39,GUTHRIE,1855456,1501900,260371,1309472,5647286,424602,1180062,15000,490453,3335000,16019602,1749361,0,17768963,0,5818133,23587096,POINT (-94.501055 41.6837548)
2015_40_HAMILTON_EXPEND_SA,2015,40,HAMILTON,2950324,1702630,1579976,1498390,4451100,551233,1343825,0,2828202,914154,17819834,3003267,0,20823101,0,17169278,37992379,POINT (-93.7068085 42.3837722)
2014_5_AUDUBON_EXPEND_SA,2014,5,AUDUBON,1151125,583998,263257,504560,3335002,308878,683922,100,79209,122789,7032840,666222,0,7699062,0,1966462,9665524,POINT (-94.9058222 41.6845893)
2016_61_MADISON_EXPEND_SA,2016,61,MADISON,2684457,954344,512565,794646,4592873,515883,1013812,0,94055,2254297,13416932,1609690,0,15026622,0,3821878,18848500,POINT (-94.01556190000001 41.33071420000001)
2014_74_PALO ALTO_EXPEND_SA,2014,74,PALO ALTO,1817065,411907,706134,1654897,4932170,443710,1186563,0,1340374,1227943,13720763,1351298,0,15072061,0,3405408,18477469,POINT (-94.6781371 43.0820643)
2011_33_FAYETTE_EXPEND_SA,2011,33,FAYETTE,2953608,534563,3170350,1436877,5079200,656710,1206565,27700,358500,933100,16357173,1702282,0,18059455,0,1720325,19779780,POINT (-91.8443207 42.8625919)
2014_25_DALLAS_EXPEND_SA,2014,25,DALLAS,8423958,3016211,4378675,3114647,7378215,2225181,1820633,58000,1816375,7145472,39377367,4291077,0,43668444,0,13412612,57081056,POINT (-94.0397374 41.6848862)
2018_58_LOUISA_EXPEND_SA,2018,58,LOUISA,3093285,913742,392034,788177,3772797,387933,1277390,0,339750,561166,11526274,1882500,0,13408774,0,5272170,18680944,POINT (-91.2596184 41.2185073)
2020_72_OSCEOLA_EXPEND_SA,2020,72,OSCEOLA,1770750,251109,90960,1655784,5141032,322053,1321208,157814,1323525,61000,12095235,1379106,0,13474341,0,4254572,17728913,POINT (-95.6236852 43.3785704)
2012_77_POLK_EXPEND_SA,2012,77,POLK,64383438,39264114,51559012,14006066,10675976,7562923,31061816,100000,13204943,10771022,242589310,19196607,0,261785917,0,55886945,317672862,POINT (-93.5735335 41.6855048)
2019_75_PLYMOUTH_EXPEND_SA,2019,75,PLYMOUTH,4428209,398675,582851,1208121,8880000,946438,2894658,0,1084145,6369970,26793067,4262300,0,31055367,0,5200000,36255367,POINT (-96.2140431 42.7378346)
2014_53_JONES_EXPEND_SA,2014,53,JONES,2411027,787388,1203067,833995,6440029,635523,1544279,586507,500,573590,15015905,1790000,0,16805905,0,3083868,19889773,POINT (-91.1314352 42.1212397)
2015_33_FAYETTE_EXPEND_SA,2015,33,FAYETTE,3705224,546978,1304584,1572064,5407350,768808,1449030,137400,0,537850,15429288,1835308,0,17264596,0,3288744,20553340,POINT (-91.8443207 42.8625919)
2018_7_BLACK HAWK_EXPEND_SA,2018,7,BLACK HAWK,22452143,8084166,6630230,3583936,7972485,2193423,6210078,0,8492247,3533930,69152638,8746584,0,77899222,0,26331022,104230244,POINT (-92.3088197 42.4700957)
2011_75_PLYMOUTH_EXPEND_SA,2011,75,PLYMOUTH,2961760,380254,1789986,938065,6315000,724616,3572643,0,1268700,893780,18844804,3047000,0,21891804,0,2068401,23960205,POINT (-96.2140431 42.7378346)
2006_57_LINN_EXPEND_SA,2006,57,LINN,19292790,13943004,25996487,5280861,10430917,3261042,8970064,17854,1253398,1600000,90046417,4955514,,95001931,0,19227914,114229845,POINT (-91.5989646 42.0789478)
2007_1_ADAIR_EXPEND_SA,2007,1,ADAIR,846741,244133,704805,297121,3504107,217785,558448,0,189330,413000,6975470,1019381,,7994851,0,2748763,10743614,POINT (-94.4709413 41.3307464)
2016_89_VAN BUREN_EXPEND_SA,2016,89,VAN BUREN,1213342,474646,155830,352344,2975000,265299,671471,5700,0,765000,6878632,664126,0,7542758,0,2634418,10177176,POINT (-91.9499871 40.7532294)
2018_95_WINNEBAGO_EXPEND_SA,2018,95,WINNEBAGO,2237078,1566883,797870,1044538,3853403,606633,1449748,9990,2898740,1173167,15638050,1730265,0,17368315,0,22079808,39448123,POINT (-93.7341955 43.37756780000001)
2006_10_BUCHANAN_EXPEND_SA,2006,10,BUCHANAN,2691515,253120,2410226,824321,4420000,655908,1849097,32556,190679,911500,14238922,1647977,,15886899,0,1895736,17782635,POINT (-91.8378392 42.4707777)
