Unique Line ID,Fiscal Year Ending,County,County Name,Public Safety & Legal Services,Physical Health & Social Services,"Mental Health MR, DD",County Environment & Education,Roads & Transportation,Government Services to Residents,Administration,Nonprogram Current,Debt Service,Capital Projects,Sub-Total Expenditures,Operating Transfers Out,Refunded Debt/Escrow,Total Expenditures,Increase (Decrease) in Reserves,Total Ending Fund Balance,Total Requirements,Primary County Coordinates
2006_60_LYON_EXPEND_SA,2006,60,LYON,1999054,661943,838980,510938,3126640,484469,805941,14191,274175,823700,9540031,814000,,10354031,0,3205893,13559924,POINT (-96.2102924 43.380497)
2011_59_LUCAS_EXPEND_SA,2011,59,LUCAS,1004206,677014,1041531,198791,2932236,290690,993674,0,41900,1256000,8436042,749686,0,9185728,0,989068,10174796,POINT (-93.3277207 41.0293738)
2008_55_KOSSUTH_EXPEND_SA,2008,55,KOSSUTH,2514952,452397,1986753,757541,5705000,680046,1696851,67669,0,1508000,15369209,2092273,0,17461482,0,5130158,22591640,POINT (-94.2067199 43.20413)
2008_94_WEBSTER_EXPEND_SA,2008,94,WEBSTER,4775289,2453081,4542479,1180315,6200000,796220,2462269,605000,326913,3075721,26417287,1800000,0,28217287,0,8505790,36723077,POINT (-94.18178810000002 42.4279662)
2021_46_HUMBOLDT_EXPEND_SA,2021,46,HUMBOLDT,2582811,410222,372275,854678,4168969,509611,1441697,12500,127785,435000,10915548,2090185,0,13005733,0,4097857,17103590,POINT (-94.2071868 42.7764686)
2006_88_UNION_EXPEND_SA,2006,88,UNION,1182723,341453,1479139,358754,2220704,506502,788878,0,518324,284200,7680677,459647,,8140324,0,1823535,9963859,POINT (-94.2423792 41.0277304)
2022_63_MARION_EXPEND_SA,2022,63,MARION,5475826,3089282,1392525,2070368,8342966,1001669,4162628,0,748903,17215000,43499167,3016449,0,46515616,0,8833667,55349283,POINT (-93.0994367 41.3344515)
2005_56_LEE_EXPEND_SA,2005,56,LEE,3064250,3618671,4060196,1285148,3909414,919414,2212080,0,1464146,942225,21475544,1402000,,22877544,0,3561698,26439242,POINT (-91.479264 40.6419764)
2006_16_CEDAR_EXPEND_SA,2006,16,CEDAR,2424390,1280950,2786433,902590,4532977,562321,1353822,0,516915,1533000,15893398,2209646,,18103044,0,4720198,22823242,POINT (-91.1324125 41.7723207)
2011_39_GUTHRIE_EXPEND_SA,2011,39,GUTHRIE,1098249,1263657,1337515,1220198,3701457,361206,1026962,0,445000,1333000,11787244,1397972,0,13185216,0,1979947,15165163,POINT (-94.501055 41.6837548)
2009_6_BENTON_EXPEND_SA,2009,6,BENTON,3054497,784120,2146182,1584530,5957054,788808,1573694,0,0,1793783,17682668,3384380,0,21067048,0,5073314,26140362,POINT (-92.0656912 42.0801864)
2006_73_PAGE_EXPEND_SA,2006,73,PAGE,1330222,668949,1512888,240687,4008900,583200,777691,5000,29170,1661000,10817707,776565,,11594272,0,1850031,13444303,POINT (-95.1501747 40.7391444)
2006_41_HANCOCK_EXPEND_SA,2006,41,HANCOCK,1255311,2608527,1338400,504033,4712000,412835,1182272,2000,0,1620000,13635378,1521250,,15156628,0,6018677,21175305,POINT (-93.7342723 43.0818861)
2017_57_LINN_EXPEND_SA,2017,57,LINN,27809668,14930032,13315136,7641409,13717049,4234777,15366324,0,1917754,8685800,107617949,21614815,0,129232764,0,37775142,167007906,POINT (-91.5989646 42.0789478)
2020_39_GUTHRIE_EXPEND_SA,2020,39,GUTHRIE,2258271,1614284,315230,1757229,6370290,499045,1830880,23762,917328,520000,16106319,1988268,0,18094587,0,3628053,21722640,POINT (-94.501055 41.6837548)
2012_39_GUTHRIE_EXPEND_SA,2012,39,GUTHRIE,1056118,1202946,1240142,1178874,4073991,362948,973479,0,467100,513000,11068598,1375136,0,12443734,0,3107533,15551267,POINT (-94.501055 41.6837548)
2009_23_CLINTON_EXPEND_SA,2009,23,CLINTON,6166850,1647178,8707902,1623477,4775550,1442134,3241728,492000,0,461977,28558796,852750,0,29411546,0,4312678,33724224,POINT (-90.5319724 41.8980358)
2012_94_WEBSTER_EXPEND_SA,2012,94,WEBSTER,4953719,2715461,4936417,1246515,6530000,804875,2607702,200000,1038623,7600000,32633312,2913137,0,35546449,0,9831987,45378436,POINT (-94.18178810000002 42.4279662)
2012_89_VAN BUREN_EXPEND_SA,2012,89,VAN BUREN,1112890,1012917,666251,435864,2635000,308807,581657,1700,0,715200,7470286,624103,0,8094389,0,2579601,10673990,POINT (-91.9499871 40.7532294)
2005_24_CRAWFORD_EXPEND_SA,2005,24,CRAWFORD,1202963,1824681,1781559,752468,4708000,661810,1096107,0,0,1237000,13264588,1328122,,14592710,0,3866405,18459115,POINT (-95.3819678 42.0372125)
2015_6_BENTON_EXPEND_SA,2015,6,BENTON,4130394,954769,1922276,2174197,7228850,743853,1726086,160000,97775,2193794,21331994,4945555,0,26277549,0,9555205,35832754,POINT (-92.0656912 42.0801864)
2020_74_PALO ALTO_EXPEND_SA,2020,74,PALO ALTO,2308499,475081,385380,1493439,5319723,522745,1407120,0,2958983,764785,15635755,2827804,0,18463559,0,9440627,27904186,POINT (-94.6781371 43.0820643)
2005_9_BREMER_EXPEND_SA,2005,9,BREMER,1982551,562403,2008292,1385255,3268300,452765,1192514,0,54332,2406076,13312488,1764653,,15077141,0,7115051,22192192,POINT (-92.31805480000001 42.7745873)
2005_76_POCAHONTAS_EXPEND_SA,2005,76,POCAHONTAS,928080,1354390,1142000,501205,3139600,260119,968825,17535,0,1510500,9822254,608100,,10430354,0,5254705,15685059,POINT (-94.67874660000001 42.73413510000001)
2015_41_HANCOCK_EXPEND_SA,2015,41,HANCOCK,1609634,400588,554416,547303,5181300,442228,1159674,11200,0,560000,10466343,2245000,0,12711343,0,4033463,16744806,POINT (-93.7342723 43.0818861)
2020_7_BLACK HAWK_EXPEND_SA,2020,7,BLACK HAWK,22836137,7608726,5729038,4039539,7721074,2288409,6237904,0,6127904,2527553,65116284,10471171,0,75587455,0,25112450,100699905,POINT (-92.3088197 42.4700957)
2022_7_BLACK HAWK_EXPEND_SA,2022,7,BLACK HAWK,23655333,7734657,4084536,3084380,8136643,2374473,6544072,0,6109760,8235703,69959557,12416043,0,82375600,0,34475378,116850978,POINT (-92.3088197 42.4700957)
2010_74_PALO ALTO_EXPEND_SA,2010,74,PALO ALTO,1632477,386060,1611686,1521977,4013178,395025,1255542,0,1324512,7822370,19962827,1082812,0,21045639,0,7248212,28293851,POINT (-94.6781371 43.0820643)
2007_93_WAYNE_EXPEND_SA,2007,93,WAYNE,775405,657968,746880,297897,2167500,247548,692671,40750,25000,279200,5930819,461682,,6392501,0,1408080,7800581,POINT (-93.3273639 40.73947020000001)
2006_21_CLAY_EXPEND_SA,2006,21,CLAY,2108231,378239,1345563,778758,3787420,366397,1236640,16761,397233,2760500,13175742,1517816,,14693558,0,3144686,17838244,POINT (-95.1509194 43.0825804)
2005_59_LUCAS_EXPEND_SA,2005,59,LUCAS,845640,602692,1064815,217268,2517474,219819,755191,0,46311,1224000,7493210,507455,,8000665,0,599108,8599773,POINT (-93.3277207 41.0293738)
2014_24_CRAWFORD_EXPEND_SA,2014,24,CRAWFORD,2000741,2742302,619850,1040277,6532600,596178,1294638,0,244000,777852,15848438,2487502,0,18335940,0,6311026,24646966,POINT (-95.3819678 42.0372125)
2008_82_SCOTT_EXPEND_SA,2008,82,SCOTT,19265811,6051691,15508495,4045978,4286000,2036390,8731728,0,3481276,7409196,70816565,9395486,0,80212051,0,13711452,93923503,POINT (-90.6232428 41.6370978)
2007_38_GRUNDY_EXPEND_SA,2007,38,GRUNDY,1524123,480610,1416489,1200298,3426216,460807,1429699,0,104278,1432161,11474681,1141924,,12616605,0,4088779,16705384,POINT (-92.7914177 42.4018651)
2007_49_JACKSON_EXPEND_SA,2007,49,JACKSON,1456957,459498,2268784,987554,3578564,403630,1167294,144246,12689,1166810,11646026,1301500,,12947526,0,4040255,16987781,POINT (-90.5742294 42.1717426)
2009_38_GRUNDY_EXPEND_SA,2009,38,GRUNDY,1619580,487824,1342064,976927,3699663,400903,1506243,0,100288,868209,11001701,1198138,0,12199839,0,3784136,15983975,POINT (-92.7914177 42.4018651)
2010_16_CEDAR_EXPEND_SA,2010,16,CEDAR,2934250,1277391,2657214,1055633,4766440,508800,1419701,4656,0,1492000,16116085,1702857,0,17818942,0,3195841,21014783,POINT (-91.1324125 41.7723207)
2022_95_WINNEBAGO_EXPEND_SA,2022,95,WINNEBAGO,2900585,1708102,517737,1097793,4298770,767068,1465620,19000,1647104,2699651,17121430,3088883,0,20210313,0,9624119,29834432,POINT (-93.7341955 43.37756780000001)
2007_10_BUCHANAN_EXPEND_SA,2007,10,BUCHANAN,2598669,247375,2688088,872665,4551000,460435,1922126,37306,195251,932000,14504915,2026477,,16531392,0,2008030,18539422,POINT (-91.8378392 42.4707777)
2011_74_PALO ALTO_EXPEND_SA,2011,74,PALO ALTO,1640577,365590,1579333,1639145,4293018,392795,1211372,0,1314767,8207630,20644227,1226782,0,21871009,0,4048675,25919684,POINT (-94.6781371 43.0820643)
2018_8_BOONE_EXPEND_SA,2018,8,BOONE,3937067,753131,654450,1199235,6732600,715896,1956853,800000,473624,1510000,18732856,3151700,0,21884556,0,4417501,26302057,POINT (-93.931671 42.0365493)
2019_55_KOSSUTH_EXPEND_SA,2019,55,KOSSUTH,3401237,316547,630397,1139616,7736950,857608,2657805,85358,0,2915000,19740518,2865759,0,22606277,0,6983126,29589403,POINT (-94.2067199 43.20413)
2014_39_GUTHRIE_EXPEND_SA,2014,39,GUTHRIE,1208555,1319276,541314,1207050,4450595,397725,995469,0,0,940000,11059984,1477650,0,12537634,0,3799700,16337334,POINT (-94.501055 41.6837548)
2018_22_CLAYTON_EXPEND_SA,2018,22,CLAYTON,3015450,632986,722349,1304797,6223999,736047,1933698,1000,338777,2077600,16986703,1700000,0,18686703,0,6384954,25071657,POINT (-91.34143280000002 42.8447493)
2022_24_CRAWFORD_EXPEND_SA,2022,24,CRAWFORD,3083029,2711815,740429,1149309,8973034,739834,1703660,0,152880,902116,20156106,3867500,0,24023606,0,8362691,32386297,POINT (-95.3819678 42.0372125)
2017_6_BENTON_EXPEND_SA,2017,6,BENTON,4489356,1075457,1116550,1712058,7654401,782963,2015901,176000,183596,3070000,22276282,4285146,0,26561428,0,7551096,34112524,POINT (-92.0656912 42.0801864)
2015_88_UNION_EXPEND_SA,2015,88,UNION,1713383,634417,1238078,1581943,3593123,471029,1020500,0,1531117,199043,11982633,891441,0,12874074,0,2930402,15804476,POINT (-94.2423792 41.0277304)
2009_83_SHELBY_EXPEND_SA,2009,83,SHELBY,1759734,445239,2152894,418887,4235850,411627,1043694,0,326432,888196,11682553,2211486,0,13894039,0,3303364,17197403,POINT (-95.31021130000002 41.6850926)
2017_25_DALLAS_EXPEND_SA,2017,25,DALLAS,10973347,3459932,5788275,3417370,7758592,2272560,1567666,50500,2565973,3755000,41609215,6017986,0,47627201,0,22205350,69832551,POINT (-94.0397374 41.6848862)
2021_24_CRAWFORD_EXPEND_SA,2021,24,CRAWFORD,3058259,2621231,699260,1109606,8867073,718926,1613075,0,153100,1133927,19974457,3712500,0,23686957,0,7430397,31117354,POINT (-95.3819678 42.0372125)
2012_71_O'BRIEN_EXPEND_SA,2012,71,O'BRIEN,2856359,454731,1912250,844800,3948685,555049,964508,9700,492049,1260800,13298931,1554823,0,14853754,0,2923892,17777646,POINT (-95.6248784 43.0837527)
2007_75_PLYMOUTH_EXPEND_SA,2007,75,PLYMOUTH,2552207,265334,1808155,811898,5455500,671192,2505096,0,950254,1532157,16551793,2782956,,19334749,0,2643464,21978213,POINT (-96.2140431 42.7378346)
2008_87_TAYLOR_EXPEND_SA,2008,87,TAYLOR,754595,1016929,558016,214844,2517000,283422,606001,0,175001,625000,6750808,527820,0,7278628,0,1373586,8652214,POINT (-94.6964148 40.73743240000001)
2020_29_DES MOINES_EXPEND_SA,2020,29,DES MOINES,7911090,1831821,1546096,1567405,6757275,1091746,3346777,0,3543143,10312143,37907496,2371771,0,40279267,0,6851364,47130631,POINT (-91.1814707 40.9231829)
2014_9_BREMER_EXPEND_SA,2014,9,BREMER,3716365,548084,1452255,1297301,4430600,746972,1453313,86050,327330,1400000,15458270,2957085,0,18415355,0,8015800,26431155,POINT (-92.31805480000001 42.7745873)
2021_78_POTTAWATTAMIE_EXPEND_SA,2021,78,POTTAWATTAMIE,33498648,4421873,2378510,6835349,20886735,2554376,13696132,0,2645825,3687000,90604448,12625000,0,103229448,0,38058971,141288419,POINT (-95.5423935 41.3366123)
2013_41_HANCOCK_EXPEND_SA,2013,41,HANCOCK,1473614,1027423,1549000,518424,4824300,383853,951281,1700,0,567200,11296795,2065000,0,13361795,0,4643823,18005618,POINT (-93.7342723 43.0818861)
2011_91_WARREN_EXPEND_SA,2011,91,WARREN,4158007,2988026,3381838,1210111,6296824,794891,2623771,5000,25905,1628924,23113297,2321706,0,25435003,0,5902608,31337611,POINT (-93.5613594 41.3343735)
2008_50_JASPER_EXPEND_SA,2008,50,JASPER,4267460,1926178,5443341,1270508,6849225,885154,2639414,5100,1504180,2224921,27015481,3602341,0,30617822,0,3822587,34440409,POINT (-93.053765 41.6860394)
2018_23_CLINTON_EXPEND_SA,2018,23,CLINTON,8145363,1614931,2608936,1849375,6022074,1237702,4145736,920553,3229432,7205637,36979739,2116276,0,39096015,0,5872729,44968744,POINT (-90.5319724 41.8980358)
2010_55_KOSSUTH_EXPEND_SA,2010,55,KOSSUTH,2664902,452598,2351496,842347,6125000,721080,1865973,68376,107030,1585000,16783802,2855975,0,19639777,0,5508096,25147873,POINT (-94.2067199 43.20413)
2019_59_LUCAS_EXPEND_SA,2019,59,LUCAS,1246518,589983,338357,411761,4104622,342685,1341942,0,54596,1632681,10063145,708918,0,10772063,0,999113,11771176,POINT (-93.3277207 41.0293738)
2019_57_LINN_EXPEND_SA,2019,57,LINN,29556950,16271302,15559187,8034785,13724891,4919022,16451953,0,3566558,9895236,117979884,25890918,0,143870802,0,36527106,180397908,POINT (-91.5989646 42.0789478)
2010_42_HARDIN_EXPEND_SA,2010,42,HARDIN,3220495,322287,2172915,1162754,4780934,472073,1540243,78180,764495,1300400,15814776,2746995,0,18561771,0,5318308,23880079,POINT (-93.2404025 42.3838803)
2005_83_SHELBY_EXPEND_SA,2005,83,SHELBY,1437125,363628,1670796,340190,3994710,317732,932424,14185,56740,954265,10081795,1353334,,11435129,0,2393496,13828625,POINT (-95.31021130000002 41.6850926)
2015_56_LEE_EXPEND_SA,2015,56,LEE,4691935,4769174,2516336,1432295,4764765,980046,2236762,0,899417,15476738,37767468,1839775,0,39607243,0,6291418,45898661,POINT (-91.479264 40.6419764)
2012_24_CRAWFORD_EXPEND_SA,2012,24,CRAWFORD,1987140,2607434,2253471,903786,6345000,573389,1251437,0,246000,412000,16579657,2082500,0,18662157,0,5063543,23725700,POINT (-95.3819678 42.0372125)
2007_17_CERRO GORDO_EXPEND_SA,2007,17,CERRO GORDO,5715766,4624323,5535367,1502474,5082536,922174,2197043,80750,1594239,12050000,39304672,2360237,,41664909,0,7854923,49519832,POINT (-93.2608184 43.081557700000005)
2016_73_PAGE_EXPEND_SA,2016,73,PAGE,2741252,742246,743691,409562,4060000,543697,1353055,4000,323403,1000000,11920906,1230582,0,13151488,0,4975411,18126899,POINT (-95.1501747 40.7391444)
2021_31_DUBUQUE_EXPEND_SA,2021,31,DUBUQUE,16916356,5104150,3958761,5333493,10016526,2095457,4935746,1305000,2811286,7253100,59729875,5878042,0,65607917,0,26384346,91992263,POINT (-90.8824564 42.468832)
2013_9_BREMER_EXPEND_SA,2013,9,BREMER,3536198,487243,2431916,1294426,4289200,711395,1436507,83000,319743,1440000,16029628,2784954,0,18814582,0,8675516,27490098,POINT (-92.31805480000001 42.7745873)
2007_90_WAPELLO_EXPEND_SA,2007,90,WAPELLO,3483430,1610181,4208388,718452,3442100,566321,2505791,112275,180076,1174000,18001014,850000,,18851014,0,5742933,24593947,POINT (-92.4094499 41.03058450000001)
2016_28_DELAWARE_EXPEND_SA,2016,28,DELAWARE,2637728,599208,1696982,1007391,5775550,848508,1591248,41300,513910,3822874,18534699,2219826,0,20754525,0,4472465,25226990,POINT (-91.3673502 42.471211)
2016_45_HOWARD_EXPEND_SA,2016,45,HOWARD,1719914,566707,730449,1564263,4143824,450797,1143907,0,1561146,1573168,13454175,1681412,0,15135587,0,3980462,19116049,POINT (-92.3171989 43.3567673)
2006_53_JONES_EXPEND_SA,2006,53,JONES,1755086,764701,2293497,613744,4817835,620401,1261517,48622,0,2330000,14505403,962500,,15467903,0,2531379,17999282,POINT (-91.1314352 42.1212397)
2008_4_APPANOOSE_EXPEND_SA,2008,4,APPANOOSE,1768316,782704,1356894,679652,3060500,370123,785989,0,87190,578000,9469368,486360,0,9955728,0,2769733,12725461,POINT (-92.8686104 40.7431635)
2018_62_MAHASKA_EXPEND_SA,2018,62,MAHASKA,4039598,810642,1117757,982721,6497000,664732,1611012,100300,177011,4374642,20375415,3713254,0,24088669,0,6974990,31063659,POINT (-92.6409094 41.3352035)
2015_10_BUCHANAN_EXPEND_SA,2015,10,BUCHANAN,3406463,625709,1643897,1119325,6245250,737827,1594061,85889,416751,1439000,17314172,2346477,0,19660649,0,3794993,23455642,POINT (-91.8378392 42.4707777)
2011_27_DECATUR_EXPEND_SA,2011,27,DECATUR,952010,1241689,1175891,341646,2911482,275012,723985,0,0,247750,7869465,443376,0,8312841,0,1424132,9736973,POINT (-93.7862815 40.7376827)
2021_59_LUCAS_EXPEND_SA,2021,59,LUCAS,1352635,561716,344036,461491,4158670,372317,1380997,0,0,438000,9069862,782660,0,9852522,0,908489,10761011,POINT (-93.3277207 41.0293738)
2012_60_LYON_EXPEND_SA,2012,60,LYON,2877766,911950,1045157,793862,4499907,474852,1049351,85414,241623,812000,12791882,1612928,0,14404810,0,3470261,17875071,POINT (-96.2102924 43.380497)
2020_28_DELAWARE_EXPEND_SA,2020,28,DELAWARE,3248122,580649,1307872,1209245,6862123,1056813,2901769,49800,330000,2109000,19655393,2805810,0,22461203,0,10037543,32498746,POINT (-91.3673502 42.471211)
2022_92_WASHINGTON_EXPEND_SA,2022,92,WASHINGTON,8531082,2355345,974792,1359072,7494635,909285,2716042,18000,2742715,2131561,29232529,2860199,0,32092728,0,5510837,37603565,POINT (-91.7178676 41.335591)
2009_52_JOHNSON_EXPEND_SA,2009,52,JOHNSON,20132203,8444208,14144169,3143196,7359449,2421949,6726988,0,1969950,11517952,75860064,25871289,0,101731353,0,13101679,114833032,POINT (-91.5880849 41.6715511)
2008_19_CHICKASAW_EXPEND_SA,2008,19,CHICKASAW,1232392,1387739,1108136,650025,3495100,416728,1021456,0,0,929100,10240676,1936430,0,12177106,0,3563189,15740295,POINT (-92.3176637 43.06004140000001)
2022_43_HARRISON_EXPEND_SA,2022,43,HARRISON,3448141,1994394,323127,1350350,7200000,682729,1621696,0,633145,3316800,20570382,3274000,0,23844382,0,7217717,31062099,POINT (-95.8169209 41.6828528)
2017_93_WAYNE_EXPEND_SA,2017,93,WAYNE,1629601,1181118,340200,459119,3370450,266868,970497,25000,260743,1095000,9598596,525000,0,10123596,0,4631293,14754889,POINT (-93.3273639 40.73947020000001)
2020_94_WEBSTER_EXPEND_SA,2020,94,WEBSTER,5854528,4604476,1885333,2163330,9232300,1107877,3078242,70000,1783555,3385000,33164641,5893522,0,39058163,0,16821904,55880067,POINT (-94.18178810000002 42.4279662)
2021_95_WINNEBAGO_EXPEND_SA,2021,95,WINNEBAGO,2595559,1725760,437580,1068953,4043199,720656,1460426,18000,2465504,2733318,17268955,2255502,0,19524457,0,13306465,32830922,POINT (-93.7341955 43.37756780000001)
2009_37_GREENE_EXPEND_SA,2009,37,GREENE,1232214,351355,1401602,805466,3603670,354147,1247851,0,0,400000,9396305,1270000,0,10666305,0,2286705,12953010,POINT (-94.3968356 42.0362394)
2013_42_HARDIN_EXPEND_SA,2013,42,HARDIN,3576365,262300,1958192,889390,5118126,500751,1801416,232032,963087,3886800,19188459,2703448,0,21891907,0,7252396,29144303,POINT (-93.2404025 42.3838803)
2009_15_CASS_EXPEND_SA,2009,15,CASS,1985158,459673,2503840,565331,3888000,488218,1087605,1062015,0,5065043,17104883,5004486,0,22109369,0,1438433,23547802,POINT (-94.9278266 41.3314876)
2005_37_GREENE_EXPEND_SA,2005,37,GREENE,957763,294240,1253800,760728,3264500,277005,1087027,7500,0,285000,8187563,858000,,9045563,0,1773994,10819557,POINT (-94.3968356 42.0362394)
2014_77_POLK_EXPEND_SA,2014,77,POLK,65162843,34986183,28318446,11944883,9994353,7171815,30559746,0,15230188,19771737,223140194,13315476,0,236455670,0,56298177,292753847,POINT (-93.5735335 41.6855048)
2014_60_LYON_EXPEND_SA,2014,60,LYON,2931885,968529,556087,925594,4627990,486454,1082763,88930,243123,825000,12736355,2413849,0,15150204,0,5645323,20795527,POINT (-96.2102924 43.380497)
2016_9_BREMER_EXPEND_SA,2016,9,BREMER,3935415,1961890,1569673,1508544,4618800,745286,1699497,96426,321235,1375000,17831766,3006735,0,20838501,0,8480181,29318682,POINT (-92.31805480000001 42.7745873)
2006_70_MUSCATINE_EXPEND_SA,2006,70,MUSCATINE,5869052,1427767,4430733,772822,4323000,1136610,2183736,0,3332975,2920000,26396695,1256488,,27653183,0,4386346,32039529,POINT (-91.1127562 41.4839221)
2013_44_HENRY_EXPEND_SA,2013,44,HENRY,3287127,1000506,1123817,979310,4000000,616108,1221381,46800,238138,1901200,14414387,1106292,0,15520679,0,3727285,19247964,POINT (-91.5445241 40.9879383)
2007_65_MILLS_EXPEND_SA,2007,65,MILLS,2198250,1678542,1347118,1070765,4352300,416140,925991,0,0,500000,12489106,1350000,,13839106,0,2039778,15878884,POINT (-95.62132670000001 41.0334523)
2006_48_IOWA_EXPEND_SA,2006,48,IOWA,1989565,756082,1491397,711688,4365720,532915,1135148,21080,337481,2731033,14072109,824000,,14896109,0,2753854,17649963,POINT (-92.065524 41.6863229)
2017_42_HARDIN_EXPEND_SA,2017,42,HARDIN,4056641,302279,687629,1004132,6565884,599751,1922887,310829,2509414,595300,18554746,1910547,0,20465293,0,5279373,25744666,POINT (-93.2404025 42.3838803)
2005_31_DUBUQUE_EXPEND_SA,2005,31,DUBUQUE,9166209,7052974,13805635,2284474,6007380,1522548,2477077,107650,492200,2000000,44916147,4404233,,49320380,0,4598252,53918632,POINT (-90.8824564 42.468832)
2020_62_MAHASKA_EXPEND_SA,2020,62,MAHASKA,4471714,771872,1153955,1513353,7130698,711912,1539248,110000,804962,3852341,22060055,3668715,0,25728770,0,7507743,33236513,POINT (-92.6409094 41.3352035)
2019_10_BUCHANAN_EXPEND_SA,2019,10,BUCHANAN,3812331,665209,1362166,1221243,6789250,783306,1653719,63175,541841,975350,17867590,2706977,0,20574567,0,2873210,23447777,POINT (-91.8378392 42.4707777)
2005_52_JOHNSON_EXPEND_SA,2005,52,JOHNSON,12099098,6542329,9992350,2323939,6258731,1773380,5237127,1950,4032956,3627991,51889851,5841832,,57731683,0,8294017,66025700,POINT (-91.5880849 41.6715511)
2021_42_HARDIN_EXPEND_SA,2021,42,HARDIN,5629898,539954,943917,1160555,7123321,798142,2526096,388482,1905136,521400,21536901,2122717,0,23659618,0,5111999,28771617,POINT (-93.2404025 42.3838803)
2013_27_DECATUR_EXPEND_SA,2013,27,DECATUR,977859,1322754,1368966,389822,3266276,304731,682703,0,146000,269584,8728695,458000,0,9186695,0,2012224,11198919,POINT (-93.7862815 40.7376827)
2021_10_BUCHANAN_EXPEND_SA,2021,10,BUCHANAN,4185247,711547,1144988,1347969,7931500,873765,1853007,66375,936065,751900,19802363,2366412,0,22168775,0,3048487,25217262,POINT (-91.8378392 42.4707777)
2018_94_WEBSTER_EXPEND_SA,2018,94,WEBSTER,5599646,4187263,2453627,1989858,8940000,1051160,3094349,265000,1745786,4055900,33382589,5314538,0,38697127,0,14086759,52783886,POINT (-94.18178810000002 42.4279662)
2009_10_BUCHANAN_EXPEND_SA,2009,10,BUCHANAN,2307979,342684,2963889,1049112,5079900,527217,2064798,57725,453819,5646000,20493123,1755977,0,22249100,0,3484114,25733214,POINT (-91.8378392 42.4707777)
2013_63_MARION_EXPEND_SA,2013,63,MARION,3548413,2647073,2435330,1319040,5934532,797610,2346980,0,492874,665000,20186852,2253045,0,22439897,0,9960788,32400685,POINT (-93.0994367 41.3344515)
2006_92_WASHINGTON_EXPEND_SA,2006,92,WASHINGTON,2813922,2198725,1699500,528888,4574000,561796,1456060,62500,68253,1104100,15067744,1534534,,16602278,0,3014908,19617186,POINT (-91.7178676 41.335591)
2018_17_CERRO GORDO_EXPEND_SA,2018,17,CERRO GORDO,9303674,6011645,2922968,1698786,5886779,1289591,3731662,0,999844,3270000,35114949,7103824,0,42218773,0,12204093,54422866,POINT (-93.2608184 43.081557700000005)
2020_43_HARRISON_EXPEND_SA,2020,43,HARRISON,3119516,1919962,353400,1275070,6080000,647545,1613196,0,117725,2322000,17448414,2324600,0,19773014,0,8568481,28341495,POINT (-95.8169209 41.6828528)
2006_85_STORY_EXPEND_SA,2006,85,STORY,7948283,1966319,8617885,2498973,4405025,1798757,4527691,0,1203043,2192000,35157976,1838426,,36996402,0,6108466,43104868,POINT (-93.4650448 42.0362415)
2005_20_CLARKE_EXPEND_SA,2005,20,CLARKE,1307602,880473,897369,241806,2140100,309202,712539,0,607343,141800,7238234,523148,,7761382,0,3378505,11139887,POINT (-93.78515790000002 41.0290323)
2016_60_LYON_EXPEND_SA,2016,60,LYON,3224766,621272,571173,917657,5455620,517862,1249360,66404,243660,3662010,16529784,2567513,0,19097297,0,6047336,25144633,POINT (-96.2102924 43.380497)
2021_90_WAPELLO_EXPEND_SA,2021,90,WAPELLO,4956639,902372,1539643,1014941,4551763,752874,3178784,77110,486562,2472151,19932839,1200000,0,21132839,0,10065894,31198733,POINT (-92.4094499 41.03058450000001)
2009_27_DECATUR_EXPEND_SA,2009,27,DECATUR,947194,1376090,1271154,353646,3044255,272939,647160,0,0,196000,8108438,519314,0,8627752,0,1365249,9993001,POINT (-93.7862815 40.7376827)
2017_61_MADISON_EXPEND_SA,2017,61,MADISON,3024291,887408,382916,840836,5389143,570399,1059596,0,92315,1334997,13581901,1634781,0,15216682,0,2806798,18023480,POINT (-94.01556190000001 41.33071420000001)
2012_98_WORTH_EXPEND_SA,2012,98,WORTH,1975990,1172079,900027,878758,3642226,375961,1274068,0,1293005,8045000,19557114,1015094,0,20572208,0,5493820,26066028,POINT (-93.2608476 43.3773984)
2013_76_POCAHONTAS_EXPEND_SA,2013,76,POCAHONTAS,1720169,1475666,1025727,999929,4337344,354026,1348989,10385,0,1555000,12827235,1200000,0,14027235,0,51803,14079038,POINT (-94.67874660000001 42.73413510000001)
2022_75_PLYMOUTH_EXPEND_SA,2022,75,PLYMOUTH,4701109,479172,766616,1383625,9218000,962492,3705096,0,627670,3675000,25518780,4780000,0,30298780,0,10260245,40559025,POINT (-96.2140431 42.7378346)
2007_76_POCAHONTAS_EXPEND_SA,2007,76,POCAHONTAS,1168056,1458450,1155771,688377,3614500,291284,1034081,7485,0,2063000,11481004,650000,,12131004,0,2889783,15020787,POINT (-94.67874660000001 42.73413510000001)
2013_74_PALO ALTO_EXPEND_SA,2013,74,PALO ALTO,1766402,375820,1537835,1574067,4320660,422493,1250343,0,1184128,4296205,16727953,1328570,0,18056523,0,1499849,19556372,POINT (-94.6781371 43.0820643)
2019_95_WINNEBAGO_EXPEND_SA,2019,95,WINNEBAGO,2266123,1600926,933330,987062,3934520,638046,1400224,7770,2692654,2094489,16555144,1564727,0,18119871,0,19349649,37469520,POINT (-93.7341955 43.37756780000001)
